Abuse_Type,Depth,Mean_Value_Received_BTC
tumbler,0,1.8796568845454544
tumbler,1,83.8314739092857
tumbler,2,118.8647932463158
tumbler,3,12.625407747931034
tumbler,4,33.357782946470586
tumbler,5,38.745395082
tumbler,6,466.8306581204082
tumbler,7,988.5015850855556
tumbler,8,683.4014071146315
tumbler,9,467.2244723058956
tumbler,10,
