Abuse_Type,Depth,Mean_Value_Received_BTC
blackmail,0,0.8977275699999999
blackmail,1,42.80123834588236
blackmail,2,299.0431453082353
blackmail,3,124.8054548508
blackmail,4,10.688070502068966
blackmail,5,17.02687349
blackmail,6,80.90544750395833
blackmail,7,296.92957363128573
blackmail,8,65.97770732112245
blackmail,9,48.1965976123718
