Abuse_Type,Depth,Mean_Value_Received_BTC
ransomware,0,6.664951787333334
ransomware,1,2.23158966
ransomware,2,10.513608267777776
ransomware,3,42.83388756
ransomware,4,62.07218969225001
ransomware,5,753.4692983427659
ransomware,6,305.8796890365333
ransomware,7,170.2600171580734
ransomware,8,123.03194495236365
ransomware,9,111.01373670093334
ransomware,10,
