Abuse_Type,Depth,Mean_Value_Sent_BTC
blackmail,0,0.288338958
blackmail,1,1.337935519090909
blackmail,2,361.6079862085715
blackmail,3,282.7847636138889
blackmail,4,11.29001199478261
