Abuse_Type,Depth,Mean_Value_Sent_BTC
ransomware,0,2.0746221866666668
ransomware,1,1.94487074
ransomware,2,8.046950501562499
ransomware,3,68.51468808226416
ransomware,4,43.81408519742574
ransomware,5,
