Abuse_Type,Depth,Mean_Value_Sent_BTC
tumbler,0,0.14499067272727273
tumbler,1,162.5162035077778
tumbler,2,160.09959202411764
tumbler,3,16.505090657464788
tumbler,4,22.742294643660717
tumbler,5,
