Abuse_Type,Depth,Total_Mean_Value_Sent_BTC
tumbler,0,1.7460917541666667
tumbler,1,218.06899788882353
tumbler,2,248.658298935
tumbler,3,26.09176745967742
tumbler,4,65.71208496923077
tumbler,5,70.091080078125
tumbler,6,981.6765160772727
tumbler,7,1854.1648393613953
tumbler,8,1228.2311652040707
tumbler,9,913.7643944206081
