Abuse_Type,Depth,Total_Mean_Value_Sent_BTC
blackmail,0,1.261405439
blackmail,1,66.19534201727274
blackmail,2,427.5433611975
blackmail,3,326.000767476875
blackmail,4,18.343721722631578
blackmail,5,28.695685072
blackmail,6,124.78077364593749
blackmail,7,677.682332013721
blackmail,8,223.94712111737704
blackmail,9,90.71747982261364
