Abuse_Type,Depth,Total_Mean_Value_Sent_BTC
ransomware,0,12.530437438749999
ransomware,1,8.492211997391305
ransomware,2,18.337761076285712
ransomware,3,76.62608232309523
ransomware,4,110.21142143625
ransomware,5,1881.4488517140626
ransomware,6,828.53476550125
ransomware,7,393.4115905143077
ransomware,8,235.31515404267378
ransomware,9,260.5259909202299
