Abuse_Type,Depth,Total_Mean_Value_Sent_BTC
tumbler,0,1.7460917541666667
tumbler,1,227.34170705857144
tumbler,2,164.68448517333334
tumbler,3,20.303591255405408
tumbler,4,39.843797580168065
