Abuse_Type,Depth,Total_Mean_Value_Sent_BTC
blackmail,0,1.261405439
blackmail,1,66.19534201727274
blackmail,2,366.5120651442857
blackmail,3,290.05806678833335
blackmail,4,22.608196250000002
