Abuse_Type,Depth,Mean_Value_Received_BTC
ransomware,0,6.664951787333334
ransomware,1,2.127069471904762
ransomware,2,11.998580924375
ransomware,3,26.672360261698113
ransomware,4,28.816598933861385
ransomware,5,
