Abuse_Type,Depth,Mean_Value_Sent_BTC
ransomware,0,2.0746221866666668
ransomware,1,1.9910716375
ransomware,2,9.390342447037035
ransomware,3,66.18536971750001
ransomware,4,72.36278969
ransomware,5,1261.2898822204256
ransomware,6,948.6766587696
ransomware,7,311.5863098285321
ransomware,8,209.7877294377576
ransomware,9,239.81143672835557
ransomware,10,
