Abuse_Type,Depth,Mean_Value_Sent_BTC
blackmail,0,0.288338958
blackmail,1,1.337935519090909
blackmail,2,421.86225658750004
blackmail,3,318.11616761375
blackmail,4,12.666849589473683
blackmail,5,12.250514797200001
blackmail,6,19.5706678496875
blackmail,7,665.4499804625582
blackmail,8,210.8459763052459
blackmail,9,74.44623468818182
