Abuse_Type,Depth,Mean_Value_Sent_BTC
darknet,0,340.692164726
darknet,1,24.170300221
darknet,2,39.89225478875
darknet,3,98.48450253823529
darknet,4,1668.467492625
darknet,5,866.6926877445454
darknet,6,335.2998953121875
darknet,7,142.0096900295
darknet,8,75.25942667075472
darknet,9,213.2456295474648
