Abuse_Type,Depth,Mean_Value_Sent_BTC
tumbler,0,0.14499067272727273
tumbler,1,132.73491278714286
tumbler,2,236.43252501736842
tumbler,3,21.94796911827586
tumbler,4,39.58288184470588
tumbler,5,57.916193912749996
tumbler,6,853.7064795359183
tumbler,7,1367.605010273889
tumbler,8,799.1441016421053
tumbler,9,911.002839944776
tumbler,10,
